iter	Passed	Remaining
302	2594	1687
303	2601	1677
304	2607	1666
305	2613	1656
306	2621	1647
307	2634	1642
308	2645	1635
309	2652	1625
310	2657	1615
311	2665	1605
312	2672	1596
313	2680	1587
314	2687	1578
315	2695	1569
316	2702	1560
317	2708	1550
318	2713	1539
319	2721	1530
320	2728	1521
321	2736	1512
322	2742	1502
323	2748	1492
324	2755	1483
325	2762	1474
326	2770	1465
327	2777	1456
328	2784	1447
329	2790	1437
330	2798	1428
331	2804	1419
332	2811	1409
333	2818	1400
334	2825	1391
335	2832	1382
336	2838	1372
337	2843	1362
338	2850	1353
339	2857	1344
340	2863	1335
341	2869	1325
342	2875	1316
343	2882	1307
344	2888	1297
345	2896	1289
346	2902	1279
347	2909	1270
348	2915	1261
349	2923	1252
350	2931	1244
351	2938	1235
352	2947	1227
353	2952	1217
354	2960	1209
355	2966	1200
356	2972	1190
357	2980	1182
358	2986	1172
359	2994	1164
360	3000	1155
361	3006	1146
362	3013	1137
363	3020	1128
364	3027	1119
365	3033	1110
366	3039	1101
367	3046	1092
368	3053	1083
369	3059	1075
370	3066	1066
371	3072	1057
372	3079	1048
373	3086	1039
374	3093	1031
375	3099	1022
376	3105	1013
377	3112	1004
378	3119	996
379	3126	987
380	3132	978
381	3138	969
382	3145	961
383	3152	952
384	3159	943
385	3165	934
386	3171	926
387	3178	917
388	3186	909
389	3193	900
390	3199	891
391	3204	882
392	3212	874
393	3220	866
394	3227	858
395	3234	849
396	3240	840
397	3246	831
398	3254	823
399	3261	815
400	3268	806
401	3275	798
402	3283	790
403	3290	781
404	3296	773
405	3302	764
406	3309	756
407	3317	748
408	3324	739
409	3330	730
410	3335	722
411	3342	713
412	3349	705
413	3356	697
414	3362	688
415	3368	680
416	3376	671
417	3384	663
418	3391	655
419	3397	647
420	3403	638
421	3410	630
422	3417	622
423	3425	613
424	3430	605
425	3436	596
426	3442	588
427	3450	580
428	3458	572
429	3464	564
430	3471	555
431	3477	547
432	3484	539
433	3491	530
434	3497	522
435	3504	514
436	3510	506
437	3516	497
438	3524	489
439	3530	481
440	3537	473
441	3544	465
442	3551	456
443	3557	448
444	3564	440
445	3570	432
446	3579	424
447	3586	416
448	3592	408
449	3597	399
450	3605	391
451	3619	384
452	3631	376
453	3638	368
454	3646	360
455	3654	352
456	3660	344
457	3667	336
458	3673	328
459	3681	320
460	3688	312
461	3695	303
462	3702	295
463	3709	287
464	3716	279
465	3722	271
466	3728	263
467	3734	255
468	3742	247
469	3749	239
470	3756	231
471	3762	223
472	3770	215
473	3779	207
474	3791	199
475	3803	191
476	3817	184
477	3826	176
478	3833	168
479	3841	160
480	3849	152
481	3859	144
482	3870	136
483	3878	128
484	3885	120
485	3894	112
486	3903	104
487	3910	96
488	3917	88
489	3924	80
490	3931	72
491	3939	64
492	3952	56
493	3963	48
494	3972	40
495	3979	32
496	3988	24
497	4000	16
498	4011	8
499	4018	0
