iter	Passed	Remaining
254	2154	2070
255	2160	2059
256	2167	2049
257	2175	2040
258	2182	2030
259	2188	2020
260	2194	2009
261	2202	2000
262	2208	1990
263	2215	1980
264	2222	1970
265	2229	1961
266	2237	1952
267	2243	1942
268	2250	1932
269	2255	1921
270	2262	1912
271	2270	1902
272	2276	1893
273	2283	1883
274	2288	1872
275	2295	1863
276	2303	1854
277	2309	1844
278	2316	1835
279	2322	1824
280	2329	1815
281	2337	1807
282	2345	1798
283	2351	1788
284	2357	1778
285	2363	1768
286	2371	1759
287	2377	1750
288	2384	1740
289	2390	1730
290	2398	1722
291	2404	1712
292	2410	1702
293	2416	1693
294	2423	1683
295	2430	1675
296	2436	1665
297	2445	1657
298	2458	1652
299	2469	1646
300	2476	1637
301	2482	1627
302	2491	1619
303	2502	1613
304	2513	1607
305	2525	1601
306	2534	1593
307	2542	1585
308	2552	1577
309	2561	1569
310	2570	1562
311	2579	1554
312	2587	1545
313	2596	1538
314	2606	1530
315	2615	1523
316	2624	1515
317	2633	1507
318	2642	1499
319	2651	1491
320	2660	1483
321	2670	1476
322	2678	1467
323	2686	1459
324	2695	1451
325	2703	1442
326	2711	1434
327	2722	1427
328	2735	1421
329	2744	1414
330	2760	1409
331	2775	1404
332	2788	1398
333	2804	1393
334	2818	1388
335	2831	1382
336	2844	1375
337	2853	1367
338	2867	1361
339	2880	1355
340	2896	1350
341	2913	1345
342	2927	1340
343	2941	1334
344	2956	1328
345	2971	1322
346	2986	1316
347	3002	1311
348	3018	1305
349	3036	1301
350	3055	1297
351	3071	1291
352	3088	1285
353	3106	1281
354	3125	1276
355	3141	1270
356	3158	1265
357	3178	1260
358	3199	1256
359	3216	1250
360	3232	1244
361	3251	1239
362	3269	1234
363	3288	1228
364	3305	1222
365	3322	1216
366	3339	1210
367	3356	1203
368	3370	1196
369	3382	1188
370	3397	1181
371	3409	1173
372	3426	1166
373	3445	1160
374	3466	1155
375	3485	1149
376	3500	1141
377	3513	1134
378	3524	1125
379	3536	1116
380	3552	1109
381	3567	1101
382	3584	1095
383	3600	1087
384	3620	1081
385	3637	1074
386	3656	1067
387	3671	1059
388	3686	1051
389	3698	1043
390	3707	1033
391	3716	1023
392	3725	1014
393	3731	1003
394	3738	993
395	3748	984
396	3756	974
397	3763	964
398	3770	954
399	3779	944
400	3787	935
401	3795	925
402	3802	915
403	3809	905
404	3817	895
405	3824	885
406	3833	875
407	3841	866
408	3852	857
409	3861	847
410	3866	837
411	3874	827
412	3883	817
413	3891	808
414	3898	798
415	3905	788
416	3913	778
417	3922	769
418	3932	760
419	3940	750
420	3949	741
421	3957	731
422	3963	721
423	3970	711
424	3978	702
425	3984	692
426	3990	682
427	3996	672
428	4004	662
429	4012	653
430	4018	643
431	4025	633
432	4030	623
433	4038	614
434	4047	604
435	4054	595
436	4061	585
437	4067	575
438	4074	566
439	4080	556
440	4087	546
441	4094	537
442	4101	527
443	4108	518
444	4114	508
445	4120	498
446	4127	489
447	4132	479
448	4140	470
449	4147	460
450	4154	451
451	4159	441
452	4166	432
453	4173	422
454	4179	413
455	4185	403
456	4192	394
457	4200	385
458	4208	375
459	4214	366
460	4221	357
461	4227	347
462	4235	338
463	4243	329
464	4251	319
465	4261	310
466	4269	301
467	4283	292
468	4294	283
469	4307	274
470	4320	266
471	4332	257
472	4344	247
473	4359	239
474	4375	230
475	4387	221
476	4400	212
477	4411	203
478	4423	193
479	4448	185
480	4477	176
481	4489	167
482	4504	158
483	4520	149
484	4534	140
485	4548	131
486	4563	121
487	4576	112
488	4589	103
489	4605	93
490	4618	84
491	4630	75
492	4640	65
493	4653	56
494	4664	47
495	4673	37
496	4684	28
497	4691	18
498	4699	9
499	4706	0
