iter	Accuracy	MultiClass
322	0.780694262	0.5725088287
323	0.7809179905	0.5720387037
324	0.7809603026	0.5718529371
325	0.7812946232	0.5714512825
326	0.7814648601	0.5712434759
327	0.7817292687	0.5709647223
328	0.78183153	0.5706017212
329	0.781753792	0.5703792943
330	0.7818816271	0.5701214819
331	0.7819723734	0.5696837246
332	0.7820779528	0.5695353176
333	0.7819982651	0.5693861974
334	0.7818691822	0.5692896592
335	0.7819630362	0.5691315955
336	0.7822717066	0.5688411639
337	0.7822590513	0.5685821213
338	0.7823496006	0.5684501466
339	0.7825572442	0.5679428871
340	0.7830141858	0.5676013381
341	0.7831161427	0.5673335499
342	0.7830520662	0.5671261974
343	0.7831594744	0.566932474
344	0.7832923358	0.5665647409
345	0.783373973	0.5664004363
346	0.7835701016	0.5660499524
347	0.7835462669	0.565908146
348	0.7837628225	0.5654150201
349	0.7839113084	0.565178964
350	0.7842564906	0.5647239183
351	0.7842194329	0.5646187668
352	0.7844363062	0.5644358183
353	0.7847499895	0.5640359691
354	0.7848271816	0.5636506026
355	0.7848900103	0.563440468
356	0.7850013044	0.5632509299
357	0.7853149204	0.5630991
358	0.7852571179	0.5629330292
359	0.7852961253	0.5625188811
360	0.785291801	0.5623614289
361	0.7854546369	0.5621493712
362	0.785699656	0.5617292852
363	0.7856822159	0.5615668414
364	0.7856883691	0.5614567025
365	0.7858318155	0.5610918122
366	0.7860857466	0.56084974
367	0.7864610242	0.5602719742
368	0.7863781392	0.5600778043
369	0.7863957	0.5598658438
370	0.7863327505	0.5595892498
371	0.7865380956	0.5593245847
372	0.786460662	0.5591546436
373	0.7867534797	0.558722618
374	0.7870124371	0.5585103714
375	0.7870483678	0.5582216259
376	0.7872651873	0.5579922467
377	0.7875128445	0.5576694201
378	0.7876428263	0.5574139211
379	0.7878034845	0.5569987511
380	0.7879869579	0.5564978467
381	0.7879323393	0.556290056
382	0.7882677107	0.5560446109
383	0.7881896424	0.5559857943
384	0.7882400573	0.5557175761
385	0.7885890901	0.5551089852
386	0.7888264801	0.5546674995
387	0.7892368656	0.5543782296
388	0.7895712397	0.5541092054
389	0.7898056067	0.5539549502
390	0.7900646714	0.553720059
391	0.7902290728	0.5534124662
392	0.7902773638	0.552991845
393	0.7904360498	0.5527095947
394	0.7909398516	0.5522078896
395	0.7908747782	0.5518385743
396	0.7911522798	0.5517050659
397	0.790854208	0.5515787777
398	0.7913857523	0.5509900191
399	0.7913931533	0.5506869327
400	0.7915499567	0.5504178963
401	0.791572517	0.5500545097
402	0.7918905246	0.5494934428
403	0.7919546011	0.5494497621
404	0.7920916794	0.5492364139
405	0.7920358131	0.54912872
406	0.7920214497	0.54902466
407	0.7925450791	0.5487149184
408	0.7927908	0.5483184422
409	0.7926884181	0.5481354557
410	0.7927185134	0.5480710152
411	0.792729375	0.5476833001
412	0.7927664864	0.5475434644
413	0.7931052387	0.5471491205
414	0.7931766087	0.5467777573
415	0.793256734	0.5463650759
416	0.7932939125	0.5462415341
417	0.7935516757	0.5458720647
418	0.7934948794	0.5457425774
419	0.7938653589	0.5454053613
420	0.7935411446	0.5451731666
421	0.7936144508	0.5446213854
422	0.793557601	0.5443593151
423	0.7939001854	0.5439525441
424	0.7938844535	0.5437999858
425	0.7941052261	0.5434392175
426	0.7941485578	0.5434095062
427	0.7940699972	0.5432042
428	0.7942185904	0.5428069474
429	0.7944310187	0.5424550082
430	0.7946188699	0.5421338861
431	0.7949707915	0.5419489445
432	0.7952834013	0.5415895958
433	0.7953336955	0.5413566981
434	0.7954235429	0.5412630419
435	0.7954522697	0.5409310449
436	0.795802058	0.5407926999
437	0.7959694465	0.5407004627
438	0.7960097016	0.540600507
439	0.7962422524	0.5403096923
440	0.7962602383	0.5401335849
441	0.7964935321	0.5397917389
442	0.79652043	0.5397413499
443	0.7966360484	0.5394816823
444	0.7968020817	0.539417714
445	0.7967801966	0.5392999096
446	0.7970658549	0.5387745399
447	0.7972030406	0.5386088002
448	0.7973032449	0.5382527839
449	0.7975634499	0.5380571189
450	0.7974953669	0.5379747282
451	0.7975770041	0.5377502542
452	0.797317926	0.5375833208
453	0.7974554295	0.5373139014
454	0.7972932821	0.5369951249
455	0.7972230524	0.5368011454
456	0.7972707085	0.5366125186
457	0.7974297659	0.5363428733
458	0.797447206	0.5359959851
459	0.7974408246	0.5359263935
460	0.7975659143	0.5356057884
461	0.7974048939	0.5355559538
462	0.7973336044	0.5352949886
463	0.7974894779	0.5351295605
464	0.797475803	0.5349133458
465	0.7975727336	0.5345892107
466	0.7973805042	0.5344521001
467	0.7978688694	0.5340025626
468	0.7980347148	0.533831418
469	0.7981327724	0.5336415506
470	0.7980841864	0.5331861607
471	0.7983433718	0.5328462477
472	0.798558121	0.5326210272
473	0.7985788658	0.5324230397
474	0.79862916	0.5319981414
475	0.798906608	0.5316876779
476	0.7988086578	0.5315615836
477	0.7988280474	0.5313712993
478	0.7990538328	0.5309587991
479	0.7989288772	0.5307644141
480	0.7993665231	0.5303705137
481	0.7993651547	0.5302100656
482	0.7995409637	0.5298825953
483	0.7997000211	0.529741886
484	0.7996214605	0.5295040539
485	0.7996699258	0.529346239
486	0.7996905632	0.5290530143
487	0.7998299491	0.5289152692
488	0.7998094014	0.528838117
489	0.7998722301	0.528617532
490	0.7999010777	0.5283550219
491	0.800178405	0.5280174512
492	0.8002877494	0.5278064491
493	0.8004529601	0.5273385958
494	0.8004305072	0.5271008219
495	0.8004333557	0.5266145478
496	0.8008716902	0.5263584277
497	0.8007551418	0.5263216453
498	0.8013134189	0.5259294025
499	0.8012567434	0.5257556399
