iter	Accuracy	MultiClass
209	0.7587043129	0.6168838473
210	0.7589730989	0.6165813607
211	0.7590525584	0.6162857302
212	0.7590990741	0.6160206725
213	0.7591804699	0.6155499717
214	0.7596420712	0.6151466103
215	0.759697991	0.6148776221
216	0.7601989127	0.6141196147
217	0.7607793517	0.6134807339
218	0.7610132266	0.6130147789
219	0.7614486814	0.6123435139
220	0.7616435623	0.6119645348
221	0.7618451775	0.6112187669
222	0.7621235111	0.6108352967
223	0.7627008601	0.6103561763
224	0.7628000581	0.6101686086
225	0.7627421348	0.6098707901
226	0.7628606328	0.6094207083
227	0.7632504347	0.6088694159
228	0.7633641035	0.6082528995
229	0.763423033	0.608015644
230	0.7640673381	0.6072667493
231	0.7652525252	0.6066530522
232	0.7652720223	0.6062823381
233	0.7653783034	0.6061089997
234	0.7658879407	0.6055775886
235	0.7655761937	0.6049699591
236	0.7655411394	0.6047665947
237	0.7658571655	0.6044529266
238	0.7658872608	0.604132753
239	0.765774719	0.6038979901
240	0.7656949106	0.6038172029
241	0.7659321036	0.6033870206
242	0.7663193212	0.6026443875
243	0.7663230997	0.6021122779
244	0.7663663107	0.6019052004
245	0.7663911828	0.6016513501
246	0.7668721695	0.6012300958
247	0.7668850218	0.6007349192
248	0.7666260109	0.6004576494
249	0.7668629624	0.6002824134
250	0.7672375381	0.5999893963
251	0.7672180411	0.5994545814
252	0.7676015289	0.5990152818
253	0.7683800737	0.5981990099
254	0.7688887449	0.5979023536
255	0.7693361524	0.5972216327
256	0.7696257192	0.5965593591
257	0.7696131847	0.5963250579
258	0.7696573257	0.5960335406
259	0.7696502425	0.5956675621
260	0.7696244715	0.5954577634
261	0.769776231	0.5951752272
262	0.7699528493	0.5949163758
263	0.769842123	0.5947276676
264	0.7702987736	0.5944200793
265	0.7704195256	0.5941578929
266	0.770757996	0.5939094684
267	0.7709957701	0.593617812
268	0.7709801589	0.5934117999
269	0.7710609735	0.5929472132
270	0.771039911	0.5926663628
271	0.771411343	0.5919700068
272	0.7712214348	0.5917759082
273	0.7712542889	0.5915416174
274	0.7712851266	0.5911529201
275	0.7714760544	0.5909362944
276	0.7718518107	0.5906953509
277	0.772836697	0.5897576936
278	0.7730307552	0.5893860293
279	0.77339886	0.5885383797
280	0.7736640107	0.5880742871
281	0.7739782884	0.5876559892
282	0.7741153534	0.5872883581
283	0.7741813795	0.5869977758
284	0.7740016311	0.5867889637
285	0.7743798828	0.5864930265
286	0.7749366841	0.5858530689
287	0.7746498453	0.5855453776
288	0.7745454063	0.5852570128
289	0.7748858039	0.5848366329
290	0.7750828313	0.5843107328
291	0.7753640312	0.5840791699
292	0.7756722631	0.583548695
293	0.7757894822	0.5831961399
294	0.7758524317	0.5830943177
295	0.7761980926	0.58252531
296	0.7765074515	0.5822507414
297	0.7767346817	0.5819146586
298	0.7769306133	0.5817139371
299	0.7767748294	0.5812241066
300	0.7770672623	0.5806614995
301	0.7770867726	0.5805298441
302	0.7772319404	0.5802166034
303	0.7775676162	0.5798769473
304	0.7776311468	0.5796514311
305	0.7779448433	0.5792520754
306	0.778232769	0.5785613351
307	0.7783843048	0.5784127506
308	0.7780104981	0.5781515389
309	0.7784571859	0.5778536463
310	0.7781658257	0.5775372354
311	0.7781957778	0.5773513434
312	0.778373098	0.5770524722
313	0.7785926854	0.5766706784
314	0.7785808804	0.5763614236
315	0.7785339934	0.5761461859
316	0.7787216032	0.5758345384
317	0.7787163799	0.5756809706
318	0.7788711264	0.5754184912
319	0.7790579045	0.574970111
320	0.7792746571	0.574572261
321	0.7794190023	0.5744493682
322	0.7796447877	0.5739293744
323	0.7795478571	0.5738107329
324	0.7795489841	0.5736573731
325	0.7799716536	0.5732528809
326	0.7799251245	0.5730513216
327	0.7799508955	0.5728938394
328	0.780080998	0.5727271396
329	0.7801212531	0.5722746652
330	0.7802449743	0.572076176
331	0.7802977639	0.5719556835
332	0.7804101983	0.5717969789
333	0.7804234347	0.5713230644
334	0.7804317657	0.5711020614
335	0.7804522823	0.5707639114
336	0.7808324654	0.570147831
337	0.780901568	0.5698324687
338	0.7814783359	0.5689581189
339	0.7817313682	0.5685171065
340	0.7823032397	0.5681793344
341	0.7824424824	0.5678270066
342	0.7825838718	0.5676349861
343	0.7826444465	0.5674060566
344	0.7826703382	0.5671429748
345	0.7827457014	0.5669277883
346	0.7828033966	0.5666160051
347	0.7833255684	0.5664248465
348	0.7834635634	0.5658762491
349	0.7834181747	0.5656657901
350	0.7833924037	0.5653029427
351	0.78346664	0.5650999994
352	0.7837658391	0.5646320754
353	0.783817381	0.5643096382
354	0.7844395601	0.5639506231
355	0.7846034692	0.5637302507
356	0.7848335789	0.5632989382
357	0.784995221	0.562611757
358	0.7852978808	0.5622137528
359	0.7853431621	0.561841482
360	0.7855040485	0.5616593155
361	0.7859304076	0.5614402189
362	0.7859106691	0.5612160697
363	0.786113693	0.5609377244
364	0.7864419139	0.5604803975
365	0.7862561422	0.5603640962
366	0.7864926333	0.5599269105
367	0.7865606089	0.559747066
368	0.7867853436	0.5595338544
369	0.7868677901	0.559263993
370	0.7867699606	0.5590567353
371	0.7869843385	0.558828806
372	0.7870069254	0.5587100774
373	0.7870542637	0.5584547454
374	0.7873131003	0.5581557515
375	0.7874763748	0.5579018902
376	0.7873689666	0.5576600322
377	0.7871582465	0.557543682
378	0.7874971731	0.5573742085
379	0.7875016944	0.5568251745
380	0.7876180685	0.5564157597
381	0.7878625953	0.5563524598
382	0.7881367253	0.5560011813
383	0.7881655728	0.5558802929
384	0.7880622609	0.5556775377
385	0.7886173942	0.5551001833
386	0.7888876919	0.5548794757
387	0.7892850827	0.5546667259
388	0.7896072176	0.554453175
389	0.7895184972	0.5543230216
390	0.7897309255	0.5539313089
391	0.7901018787	0.5534499607
392	0.7902815736	0.5531170783
393	0.7904406444	0.5528594218
394	0.7906580989	0.5525129758
395	0.7909666485	0.5521055671
396	0.7911150003	0.5518057473
397	0.7913368999	0.551623086
398	0.7912470525	0.5514377009
399	0.7911714477	0.5510732124
400	0.7912117028	0.550833318
401	0.7912776082	0.550722142
402	0.791353794	0.5502383951
403	0.7914085333	0.5501043596
404	0.7915851515	0.5498183022
405	0.7915171892	0.5496947559
406	0.7917195784	0.5495349039
407	0.7919444338	0.5493449448
408	0.79214795	0.54917602
409	0.7920632362	0.5490461925
410	0.7921022436	0.5486879161
411	0.7924422436	0.5482732111
412	0.7925536584	0.5480199945
413	0.7924355446	0.5478734353
414	0.7925260939	0.5474908952
415	0.7929899711	0.5471646377
416	0.7931666027	0.5469534591
417	0.793141641	0.5466617479
418	0.7933229677	0.546473862
419	0.7935421437	0.5459929213
420	0.7938740895	0.5454188359
421	0.7937615477	0.5450695218
422	0.7939099129	0.5447232831
423	0.7941307928	0.5442290187
424	0.7942741318	0.5439154033
425	0.7943805204	0.5437538706
426	0.7946086805	0.5436875515
427	0.7940425237	0.5434801953
428	0.7940991992	0.5432660468
429	0.7942177735	0.5429055644
430	0.7944829914	0.5426074522
431	0.7945860753	0.5423469909
432	0.7946884572	0.5422657994
433	0.7950834733	0.541936428
434	0.7951701367	0.541582058
435	0.7951631609	0.5413792919
436	0.7951702441	0.5411841511
437	0.7954684369	0.5408109398
438	0.7952829066	0.5406916709
439	0.7952550787	0.5405496606
440	0.7954750286	0.5403100093
441	0.7954770856	0.5401620067
442	0.7955449405	0.5395824563
443	0.7955078828	0.5392294023
444	0.7954292014	0.5390635986
445	0.7953857623	0.5389530822
446	0.7956006683	0.5386152796
447	0.7956746942	0.5381825107
448	0.795692255	0.5378962397
449	0.7957180259	0.5377659102
450	0.796014041	0.5374346983
451	0.7959407347	0.5372590798
452	0.796061366	0.5370744209
453	0.7961853153	0.5369081883
454	0.7966093088	0.5365988028
455	0.7966267488	0.5363761932
456	0.7966764752	0.5361495726
457	0.796661991	0.5359267417
458	0.7966649469	0.5357681697
459	0.7970898168	0.5352624049
460	0.7970476254	0.5350710359
461	0.79711341	0.5348369503
462	0.797234162	0.5347365399
463	0.7973888413	0.5345856183
464	0.7975313577	0.5344270259
465	0.7978318178	0.5343496245
466	0.7977348739	0.5339871722
467	0.797750485	0.5339200474
468	0.7979992959	0.5334910002
469	0.7981274488	0.5334200373
470	0.7981746664	0.5330418138
471	0.7983933686	0.5328720044
472	0.7985091077	0.532767803
473	0.798584471	0.5323777332
474	0.7986330437	0.5321113224
475	0.7989065926	0.5318302404
476	0.7991191416	0.5315447539
477	0.7993810548	0.5310459155
478	0.7997759501	0.5305152625
479	0.7995828981	0.5303420486
480	0.7998254217	0.5301409728
481	0.7997488107	0.5299443327
482	0.7998179	0.5296755429
483	0.7996853153	0.5294552029
484	0.799871986	0.529345816
485	0.8000082417	0.5290791623
486	0.7999170125	0.5288227832
487	0.8001439785	0.5286641889
488	0.8000283065	0.5285003265
489	0.8000869316	0.5282958449
490	0.800135397	0.5282225195
491	0.80023997	0.5280730441
492	0.8005236248	0.5277425513
493	0.8005481481	0.5273429063
494	0.8007957514	0.5272252247
495	0.8008022535	0.5268591454
496	0.8008156106	0.5267142969
497	0.8010084211	0.5263562103
498	0.8009817202	0.5261064352
499	0.8011610973	0.5260033892
