iter	Passed	Remaining
362	2668	1006
363	2675	999
364	2681	991
365	2688	984
366	2697	977
367	2705	970
368	2712	962
369	2719	955
370	2726	948
371	2732	940
372	2739	932
373	2747	925
374	2754	918
375	2761	910
376	2768	903
377	2776	896
378	2788	890
379	2800	884
380	2812	878
381	2822	871
382	2834	865
383	2846	859
384	2859	854
385	2874	848
386	2893	844
387	2914	841
388	2926	835
389	2934	827
390	2950	822
391	2965	816
392	2985	812
393	3002	807
394	3020	802
395	3029	795
396	3040	788
397	3056	783
398	3069	776
399	3080	770
400	3096	764
401	3115	759
402	3129	753
403	3145	747
404	3163	742
405	3179	736
406	3194	730
407	3212	724
408	3231	719
409	3249	713
410	3270	708
411	3290	702
412	3307	696
413	3326	690
414	3345	685
415	3365	679
416	3381	673
417	3402	667
418	3417	660
419	3435	654
420	3454	648
421	3473	642
422	3490	635
423	3509	629
424	3524	621
425	3542	615
426	3557	608
427	3573	601
428	3589	594
429	3605	586
430	3620	579
431	3637	572
432	3653	565
433	3669	558
434	3684	550
435	3697	542
436	3712	535
437	3727	527
438	3744	520
439	3762	513
440	3780	505
441	3799	498
442	3817	491
443	3833	483
444	3852	476
445	3876	469
446	3896	462
447	3915	454
448	3932	446
449	3950	438
450	3963	430
451	3975	422
452	3983	413
453	3989	404
454	3996	395
455	4003	386
456	4010	377
457	4016	368
458	4022	359
459	4032	350
460	4041	341
461	4048	332
462	4054	324
463	4062	315
464	4068	306
465	4074	297
466	4081	288
467	4087	279
468	4095	270
469	4101	261
470	4108	252
471	4114	244
472	4120	235
473	4128	226
474	4134	217
475	4141	208
476	4149	200
477	4156	191
478	4166	182
479	4173	173
480	4180	165
481	4187	156
482	4195	147
483	4201	138
484	4209	130
485	4214	121
486	4222	112
487	4230	104
488	4237	95
489	4244	86
490	4250	77
491	4258	69
492	4264	60
493	4273	51
494	4278	43
495	4287	34
496	4295	25
497	4303	17
498	4309	8
499	4315	0
